0.001,100.0,0.10474713840341068,0.01173889132944547,0.008376846852412365
0.005,100.0,0.43372912422403653,0.04471672080464824,0.028783081742953753
0.01,100.0,0.6974876134561077,0.06720318589491174,0.03735974504089561
0.05,100.0,1.0936805815178747,0.10991960252898549,0.016860610509786857
0.1,100.0,1.1001650914025334,0.12171155976582702,0.005083913589988919
0.5,100.0,1.100194314102564,0.1255736573954718,0.0012218167100958564
1.0,100.0,1.100194314102564,0.12557368213809342,0.0012217919674726546
5.0,100.0,2.386308598662822e+71,-1.1300734715646596e+87,-1.1300734715646594e+87
10.0,100.0,2.0738981264883187e+104,-8.180774019261694e+119,-8.180774019261691e+119
0.62,120.0,1.100194314102564,0.1255736821258323,0.0012217919797353274
